movie_id,title,year,runtime,genres,director,top_cast,movie_keywords,overview,language,production_companies,production_countries,budget,revenue,vote_average,vote_count,popularity
357,One Flew Over the Cuckoo's Nest,1975,117.0,"['Comedy', 'Drama', 'Romance']",Mike Newell,"['Hugh Grant', 'Andie MacDowell', 'James Fleet']","['upper class', 'love at first sight', 'wedding vows', 'marriage proposal', 'yuppie', ""love of one's life"", 'lone wolf', 'snob', 'witness', 'bride', 'bridegroom', 'bridesmaid', 'funeral', 'clumsy fellow', 'friendship', 'wedding', 'gay couple']",Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,en,"['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']",['United Kingdom'],6000000.0,254700832.0,6.6,654.0,8.990345
358,Spawn,1997,127.0,"['Romance', 'Drama', 'Crime']",John Singleton,"['Omar Epps', 'Kristy Swanson', 'Michael Rapaport']","['racism', 'violence', 'date rape', 'athletic scholarship', 'black militant', 'resentment', 'school shooting']","Malik (Omar Epps) is an African-American student attending on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge (Ice Cube), a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.",en,"['Columbia Pictures Corporation', 'New Deal Productions']",['United States of America'],,38290723.0,6.4,49.0,7.817811
359,"Assignment, The",1997,104.0,"['Comedy', 'Drama', 'Romance']",Darnell Martin,"['Lauren Vélez', 'Jon Seda', 'Tomas Melly']","['puerto rican', 'love', 'jail', 'independent film', 'theft', 'woman director']","Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino. Things get even worse when Chino goes to jail and Lisette gets a good job uptown. Can this marriage be saved?",en,"['Columbia Pictures Corporation', 'Think Again Productions', 'Riot of Color']",['United States of America'],,1777020.0,6.3,4.0,0.289295
360,Wonderland,1997,123.0,"['Action', 'Comedy', 'Romance']",Charles Shyer,"['Nick Nolte', 'Saul Rubinek', 'James Rebhorn']","['newspaper', 'adversary', 'reporter', 'experience']","Rival Chicago reporters Sabrina Peterson (Roberts) and Peter Brackett (Nolte) reluctantly join forces to uncover a train wreck conspiracy and bite off more than they can chew while pursuing the story and bickering along the way - and falling in love, despite the fact that he's many years older than she.Sabrina is an ambitious, gifted reporter willing to do whatever it takes to learn the truth about the train accident, which leads her into conflict, then reluctant partnership, with fading star newsman Peter who works for a rival paper. He is her polar opposite: he chases women, smokes cigars, and has just published his first novel. During their pursuit of the story, Peter and Sabrina clash over virtually everything - he also subjects Sabrina to indecent exposure in front of a group of boy scouts after he catches her skinny dipping.",en,"['Caravan Pictures', 'Touchstone Pictures']",['United States of America'],45000000.0,61947267.0,5.3,41.0,3.570874
361,Incognito,1997,101.0,"['Comedy', 'Drama', 'Romance']",Andrew Bergman,"['Nicolas Cage', 'Bridget Fonda', 'Rosie Perez']","['waitress', 'cop', 'lottery ticket', 'winning lottery']","Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",en,['TriStar Pictures'],['United States of America'],,,6.1,154.0,11.272073
362,Blues Brothers 2000,1998,111.0,"['Adventure', 'Drama', 'Family']",Stephen Sommers,"['Jason Scott Lee', 'Cary Elwes', 'Lena Headey']","['indian lead', 'tiger', 'feral child', 'british', 'panther', 'bear', 'jungle', 'falling in love']","Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",en,"['Universal Pictures', 'Orion Pictures', 'Malpaso Productions', 'John Landis', 'John Carls', 'Daniel Goldberg', 'Daniel Goldberg Productions']",['United States of America'],,,5.9,107.0,10.714235
363,Sudden Death,1995,180.0,"['Documentary', 'Foreign']",Ray Müller,"['Leni Riefenstahl', 'Marlene Dietrich', 'Walter Frentz']","['nazis', 'propaganda', ""artists' life"", 'nazi germany', 'filmmaker']","This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.",en,"['Channel Four Films', 'Arte', 'Zweites Deutsches Fernsehen (ZDF)', 'Nomad Films', 'Omega Film GmbH', 'Without Walls']","['France', 'United Kingdom', 'Germany', 'Belgium']",,449707.0,7.3,5.0,0.568884
364,Ace Ventura: When Nature Calls,1995,89.0,"['Family', 'Animation', 'Drama']",Roger Allers,"['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones']","['loss of parents', 'wild boar', 'uncle', 'shaman', 'redemption', 'king', 'scar', 'hyena', 'meerkat']",A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,en,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],45000000.0,788241776.0,8.0,5520.0,21.605761
365,Powder,1995,140.0,"['Drama', 'History']",Bernardo Bertolucci,"['Keanu Reeves', 'Bridget Fonda', 'Chris Isaak']","['buddhist', 'tibet', 'reincarnation', 'buddha', 'siddhartha', 'independent film']",Little Buddha is a movie about the life of Siddhartha starring Keanu Reeves and Bridget Fonda and directed by Bernardo Bertolucci.,en,['Miramax Films'],"['France', 'Italy', 'Liechtenstein', 'United Kingdom']",35000000.0,4858139.0,6.0,76.0,5.681522
366,Dangerous Minds,1995,112.0,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",Wes Craven,"['Heather Langenkamp', 'Robert Englund', 'Miko Hughes']","['fire', 'kidnapping', 'nightmare', 'earthquake', 'insomnia', 'supernatural', 'celebrity', 'mascot', 'alternate dimension', 'fame', 'hospital', 'hollywood', 'storytelling', 'alternate reality', 'self-referential', 'reboot', 'film industry', 'disfigurement', 'sleepwalking', 'meta film', 'dreams', 'cameos']","Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?",en,['New Line Cinema'],['United States of America'],14000000.0,18090181.0,6.4,297.0,9.860522
367,Clueless,1995,101.0,"['Romance', 'Comedy', 'Crime', 'Fantasy']",Chuck Russell,"['Jim Carrey', 'Cameron Diaz', 'Nancy Fish']","['dual identity', 'bank', 'mockery', 'green', 'balloon', 'jail cell', 'norse mythology']","When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",en,"['New Line Cinema', 'Dark Horse Entertainment']",['United States of America'],23000000.0,351583407.0,6.6,2550.0,14.13488
368,Bio-Dome,1996,127.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",Richard Donner,"['Mel Gibson', 'Jodie Foster', 'James Garner']","['poker', 'mississippi', 'saloon', 'ship', 'native american', 'on the run', 'based on tv series', 'steamboat', 'attempted robbery', 'cowboy and outlaw']","Maverick is a gambler who would rather con someone than fight them. He needs an additional three thousand dollars in order to enter a Winner Take All poker game that begins in a few days. He tries to win some, tries to collect a few debts, and recover a little loot for the reward. He joins forces with a woman gambler with a marvelous southern accent as the two both try and enter the game.",en,"['Icon Entertainment International', 'Warner Bros.']",['United States of America'],,,6.6,490.0,15.050326
369,Black Sheep,1996,125.0,['Drama'],Alan Rudolph,"['Jennifer Jason Leigh', 'Campbell Scott', 'Matthew Broderick']","['new york', 'alcohol', 'prohibition', 'biography', 'romance', 'independent film', 'theater', 'flashback', '1920s']","Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",en,"['Fine Line Features', 'Miramax Films']",['United States of America'],,,6.3,20.0,4.739054
370,Mary Reilly,1996,83.0,"['Comedy', 'Crime']",Peter Segal,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']","['undercover', 'spoof', 'state prison']","Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.",en,['Paramount Pictures'],['United States of America'],30000000.0,51132598.0,6.4,535.0,10.587232
371,"Bridges of Madison County, The",1995,112.0,"['Comedy', 'Drama']",Ron Howard,"['Michael Keaton', 'Robert Duvall', 'Glenn Close']","['new york', 'research', 'success', 'tageszeitung', 'murder']","Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces ficial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks.",en,"['Imagine Entertainment', 'Universal Pictures']",['United States of America'],6000000.0,,6.1,40.0,4.006063
372,Jeffrey,1995,99.0,['Drama'],Ben Stiller,"['Winona Ryder', 'Ben Stiller', 'Janeane Garofalo']","['roommate', 'yuppie', 'generations confilct', 'camcorder', 'cohabitant', 'cabriolet', 'fictional tv show', 'unemployed']","A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be.",en,"['Universal Pictures', 'Jersey Films']",['United States of America'],11500000.0,20079850.0,6.5,180.0,6.514592
373,Judge Dredd,1995,98.0,"['Crime', 'Drama', 'Thriller']",John Dahl,"['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle']","['sheriff', 'wyoming', 'hitman', 'bag of money', 'neo-noir']","When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",en,"['Propaganda Films', 'PolyGram Filmed Entertainment']",['United States of America'],8000000.0,2000000.0,6.4,71.0,5.137903
374,Mighty Morphin Power Rangers: The Movie,1995,95.0,"['Comedy', 'Family']",Donald Petrie,"['Macaulay Culkin', 'John Larroquette', 'Edward Herrmann']","['family', 'life raft', 'private airplane', 'toothbrush', 'gluttony', 'magnifying glass', 'rubber boat']","Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",en,"['Davis Entertainment', 'Silver Pictures', 'Warner Bros.']",['United States of America'],40000000.0,,5.4,426.0,6.595255
375,Showgirls,1995,98.0,['Drama'],Robert Allan Ackerman,"['Susan Sarandon', 'Nick Stahl', 'Sam Shepard']","['mother', 'pain', 'marriage', 'independent film', 'worrying']",A mother with seven sons feels like she's losing control of her life and her family. But personal...,en,['New Line Cinema'],['United States of America'],,,4.9,7.0,4.931565
376,Houseguest,1994,111.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Curtis Hanson,"['Meryl Streep', 'David Strathairn', 'Kevin Bacon']","['river', 'robber', 'boston', 'bank robber', 'marriage crisis', 'hostage-taking', 'rafting', 'criminal', 'white water rafting']","While on a family vacation, rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.",en,"['Universal Pictures', 'David Foster Productions', 'Turman-Foster Company']",['United States of America'],45000000.0,,6.1,214.0,10.511241
377,Heavyweights,1994,116.0,"['Action', 'Adventure', 'Crime']",Jan de Bont,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']","['bomb', 'airport', 'bus', 'bus ride', 'highway', 'bomb planting']","Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",en,['Twentieth Century Fox Film Corporation'],['United States of America'],30000000.0,350448145.0,6.8,1814.0,10.859292
378,Miracle on 34th Street,1994,99.0,"['Comedy', 'Romance']",Ron Underwood,"['Michael Keaton', 'Geena Davis', 'Christopher Reeve']","['politics', 'love', 'speech writer']",A romantic comedy. Michael Keaton and Geena Davis are speechwriters for competing political campaigns. Witty and amusing for the political junkies amongst us.,en,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],,,5.5,24.0,2.334226
379,Tales From the Crypt Presents: Demon Knight,1995,99.0,"['Thriller', 'Science Fiction', 'Action', 'Crime']",Peter Hyams,"['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver']","['martial arts', 'time travel', 'science fiction', 'alternative reality']","An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",en,"['Universal Pictures', 'Renaissance Pictures', 'Dark Horse Entertainment', 'Largo Entertainment', 'Signature Pictures', 'JVC Entertainment Networks']","['Japan', 'United States of America']",27000000.0,101646581.0,5.5,288.0,8.907074
380,Star Trek: Generations,1994,141.0,"['Action', 'Thriller']",James Cameron,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']","['spy', 'terrorist', 'florida', 'gun', 'kidnapping', 'horseback riding', 'florida keys', 'secret agent', 'terrorist plot', 'top secret', 'woman with glasses', 'truth serum', 'mushroom cloud', 'jackhammer', 'special agent', 'key west']","Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",en,"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",['United States of America'],115000000.0,378882411.0,6.8,1138.0,11.396099
381,Muriel's Wedding,1994,126.0,"['Drama', 'Romance']",Luis Mandoki,"['Andy García', 'Meg Ryan', 'Ellen Burstyn']","['wife husband relationship', 'new love', 'family', 'alcoholic', 'therapy']","An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.",en,['Touchstone Pictures'],['United States of America'],,50021959.0,6.0,71.0,4.322544
382,"Adventures of Priscilla, Queen of the Desert, The",1994,125.0,['Fantasy'],Mike Nichols,"['Jack Nicholson', 'Christopher Plummer', 'James Spader']","['adultery', 'heal', 'bite', 'werewolf']",Publisher Will Randall becomes a werewolf and has to fight to keep his job.,en,['Columbia Pictures'],['United States of America'],,,6.0,221.0,14.063845
383,"Flintstones, The",1994,191.0,"['Drama', 'Action', 'Western']",Lawrence Kasdan,"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman']","['gunslinger', 'gambling', 'sheriff', 'deputy sheriff', 'wretch', 'wyatt earp', 'historical figure', 'doc holliday']","Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",en,"['Tig Productions', 'Warner Bros.', 'Kasdan Pictures', 'Paragon Entertainment Corp.']",['United States of America'],63000000.0,25052000.0,6.5,203.0,9.277147
384,Naked Gun 33 1/3: The Final Insult,1994,108.0,"['Action', 'Crime', 'Romance', 'Thriller']",Damian Harris,"['Laurence Fishburne', 'Ellen Barkin', 'Frank Langella']","['cia', 'judge', 'blackmail']","Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???",en,"['Touchstone Pictures', 'Tool Shed Productions']",['United States of America'],,,4.9,12.0,0.912415
385,True Lies,1994,99.0,"['Comedy', 'Drama']",Suri Krishnamma,"['Albert Finney', 'Brenda Fricker', 'Michael Gambon']","['gay', 'dublin', 'friendship', 'ireland', 'theater', 'middle age', 'oscar wilde']","Alfie Byrne is a middle-aged bus conductor in Dublin in 1963. He would appear to live a life of quiet desperation: he's gay, but firmly closeted, and his sister is always trying to find him ""the right girl"". His passion is Oscar Wilde, his hobby is putting on amateur theatre productions in the local church hall. We follow him as he struggles with temptation, friendship, disapproval, and the conservative yet oddly lyrical world of Ireland in the early 1960s.",en,"['BBC Films', 'Majestic Films International', 'Little Bird']","['United Kingdom', 'Ireland']",,953.0,6.5,2.0,0.406113
386,Addams Family Values,1993,96.0,"['Comedy', 'Drama']",Jefery Levy,"['Stephen Dorff', 'Reese Witherspoon', 'Jake Busey']","['loss of brother', 'hostage', 'tv show', 'media', 'celebrity', 'escape', 'teenage girl', 'hospital', 'teenager', 'masked man', 'tragic event', 'popularity', 'homecoming', 'tv news']",An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,en,"['Gramercy Pictures', 'PolyGram Filmed Entertainment']",['United States of America'],,,6.1,22.0,2.504529
387,"Age of Innocence, The",1993,100.0,"['Action', 'Comedy', 'Crime']",Keenen Ivory Wayans,"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']","['fbi', 'drug crime', 'violence', 'drug', 'private detective', 'blast']","A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",en,"['Caravan Pictures', 'Hollywood Pictures']",['United States of America'],10000000.0,29392418.0,6.0,31.0,3.021526
388,Beverly Hills Cop III,1994,91.0,['Drama'],Robert Lee King,"['James Andrews', 'Mary Beth Aylesworth', 'Mike Barbour']","['Beverly Hills Cop', 'Action', 'Comedy', 'Eddie Murphy', 'Axel Foley', 'Los Angeles', 'Counterfeiting', 'LAPD']","Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters",en,"['Strand Releasing', 'Strand Home Video']",['United States of America'],,,2.0,1.0,0.054148
389,Black Beauty,1994,110.0,['Drama'],Yves Angelo,"['Gérard Depardieu', 'Fanny Ardant', 'Fabrice Luchini']","['horse', 'animal', 'adventure', 'family', 'children']","Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his ""widow"", Anne has married the Count Ferraud and is ficing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.",fr,"['Columbia Pictures', 'MGM/UA Entertainment Co.', 'Rastar Productions']",['France'],,,5.9,9.0,0.934312
390,Fear of a Black Hat,1993,83.0,"['Action', 'Crime']",Russ Meyer,"['Tura Satana', 'Haji', 'Lori Williams']","['killing', 'sports car', 'go-go dancer', 'eroticism', 'kidnapping', 'independent film', 'b movie', 'exploitation film']","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",en,['Eve Productions Inc.'],['United States of America'],45000.0,,6.5,59.0,4.220541
391,Last Action Hero,1993,119.0,"['Crime', 'Drama', 'Romance']",Doug McHenry,"['Allen Payne', 'Jada Pinkett Smith', 'Bokeem Woodbine']","['family relationships', 'fear', 'relationship', 'gospel singer']",The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,en,"['Columbia Pictures', 'Village Roadshow Pictures', 'Groucho II Film Partnership', 'Northern Lights Entertainment']",['United States of America'],7000000.0,20851521.0,5.9,9.0,0.912909
392,"Man Without a Face, The",1993,61.0,"['Animation', 'Science Fiction']",Dave Borthwick,"['Nick Upton', 'Deborah Collard', 'Frank Passingham']",['stop motion'],A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,en,"['Bolex Brothers', 'Lumen Films', 'Tara']",['United Kingdom'],,,7.1,8.0,0.381704
393,Mrs. Doubtfire,1993,102.0,"['Action', 'Adventure', 'Thriller']",Steven E. de Souza,"['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen']","['dictator', 'martial arts', 'hostage', 'liberation of hostage', 'hostage-taking', 'street fighter', 'united nations', 'based on video game']",Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,en,"['Universal Pictures', 'Capcom']","['Japan', 'United States of America']",35000000.0,99423521.0,4.1,330.0,13.58449
394,Radioland Murders,1994,92.0,"['Action', 'Comedy']",Wallace Wolodarsky,"['Michael J. Fox', 'Jason Priestley', 'Kimberly Williams-Paisley']","['hitman', 'wound', 'yoga', 'blood splatter', 'murder', 'basement', 'blood']","Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.",en,"['Propaganda Films', 'Motion Picture Corporation of America (MPCA)', 'Polygram Filmed Entertainment', 'Snowback Productions']",['United States of America'],,,6.7,13.0,2.342756
395,Robin Hood: Men in Tights,1993,97.0,"['Comedy', 'Action', 'Adventure', 'Fantasy']",Michael A. Nickles,"['Michael A. Nickles', 'Adam Ant', 'Heather Graham']","['Robin Hood', 'parody', 'comedy', '1993', 'Mel Brooks']","Jackie and Eugene are joined by a mystical wind tunnel which enables them to speak across a 500-mile desert. Believed by the Indians to be an omen of good luck, the wind inspires both characters to face their fears and follow their hearts.",en,"['20th Century Fox', 'Tig Productions']",['United States'],,,6.1,221.0,0.251223
396,Serial Mom,1994,88.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",Paul Warner,"['Steve Alden', 'David Arquette', 'Stephen Baldwin']","['prank', 'independent film', 'bank robbery']","Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.",en,"['Live Entertainment', 'Capitol Films', 'Bates Entertainmant']",['United States of America'],,,6.3,6.0,1.108494
397,Striking Distance,1993,98.0,"['Horror', 'Thriller']",Vincent Robert,"['Eddie Bowz', 'Heather Medway', 'Ann Turkel']","['mannequin', 'supernatural', 'b movie', 'cult film', 'wood']",A weekend of 'fear therapy' turns into a nightmare of terror when a mannequin comes to life. Only those with the courage to confront their demons will survive.,en,"['A-Pix Entertainment', 'Devin Entertainment']",['United States of America'],,,3.4,7.0,0.268043
398,Super Mario Bros.,1993,89.0,['Documentary'],Theodore Thomas,"['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper']","['film history', 'animation filmmaking']","Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!",en,"['Walt Disney Pictures', 'Theodore Thomas Productions']",['United States of America'],,,7.5,4.0,0.142357
399,"Three Musketeers, The",1993,89.0,"['Romance', 'Adventure', 'Crime', 'Drama']",Lucas Platt,"['Эрика Элениак', 'William McNamara', 'Michael Lerner']","['robbery', 'bank', 'cadillac', 'money', 'bus station']","A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run.",en,['Overseas FilmGroup'],['United States of America'],,,10.0,1.0,0.405392
400,"Little Rascals, The",1994,97.0,"['Thriller', 'Drama']",Ross Kagan Marks,"['Blythe Danner', 'Frank Whaley', 'Sheryl Lee']","['obsession', 'widow', 'tragic event', 'fatal attraction']","The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns.",en,"['Skyline Entertainment Partners', 'Arrow']",['United States of America'],,,6.1,122.0,0.014925
401,"Brady Bunch Movie, The",1995,92.0,"['Action', 'Thriller']",Paul Williams,"['Edward James Olmos', 'Sean Young', 'James Andronica']","['The Brady Bunch', 'The Brady Bunch Movie', 'Family Comedy', 'Time Travel', '90s Movie', '90s Comedy', 'Family Film', 'Teen Comedy']",Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.,en,"['Touchstone Pictures', 'Buena Vista Pictures']",['United States'],,,4.0,1.0,0.302957
402,Ghost,1990,97.0,['Comedy'],Robert Wuhl,"['Robert Wuhl', 'Tom Selleck', 'Joe Piscopo']","['television', 'satire']","When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire.",en,"['Home Box Office (HBO)', 'Frozen Rope Productions Inc.']",['United States of America'],,,7.5,1500.0,0.012456
403,Batman,1989,121.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Roberto Sneider,"['Damián Alcázar', 'Pedro Armendáriz Jr.', 'Dolores Heredia']","['Batman', 'DC Comics', 'Superhero', 'Gotham City', 'Michael Keaton', 'Tim Burton']","Greed and playing into the hand of providence provides the focus of this Mexican comedy adapted from a novel by Jorge Ibarguengoitia. Marcos, an architect, has just returned to the home of his wealthy uncle Ramon after squandering his money in Mexico City and subsequently finding himself falsely accused of a crime. Although he is flat-broke, he conceals this from Ramon, telling him that he has returned home to buy a local gold mine. Marcos finds the lies come easily as begins trying to induce his uncle to fund his endeavor. Irascible Ramon, who likes Marcos for his similar love of drinking and smoking is duped, but Ramon's sons are not fooled by Marcos. To them he is a threat, and they fear he will be placed in the will. Soon all of them are trying to out-manipulate each other. Even Ramon, who is not as innocent as he appears is involved in the mayhem.",en,['Warner Bros. Pictures'],['United States'],,,5.0,1.0,0.233376
404,Pinocchio,1940,115.0,['Documentary'],Jack Baxter,['Roscoe Lee Browne'],['malcolm x'],"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the ...",en,"['Walt Disney Productions', 'Walt Disney Pictures']",['United States'],,,4.0,1.0,0.0368
405,Mission: Impossible,1996,99.0,"['Action', 'Fantasy', 'Science Fiction']",Andrew Morahan,"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']","['japan', 'new york', 'scotland', 'morocco', 'good and bad']","Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",en,"['Trans-Film', 'Initial Groupe', 'Lumière Pictures', 'Fallingcloud']","['Canada', 'France', 'United Kingdom']",26000000.0,36800000.0,4.5,110.0,6.866634
